,text,labels1,labels2
679,"There is at least one alternate universe where Trump stayed a democrat, beat HRC for the nom, and got elected as a Democratic president.",anticipation,anticipation
680,Quiet frankly appalled at the shocking working conditions for @CampNorthwood staff this year. Access to wi-fi prohibited. What's going on?!,disgust,disgust
681,"Spread #hope, #peace, #love and #joy NOW! #TuesdayThoughts",trust,trust
682,@EEMufCPM Stupid cunt is relentless with his bullshit,disgust,disgust
683,"AED Adjusting, sent 4 people to a tiny home to nitpick, fob us off only to leave for a discussion about what to do.  #endofmytether",disgust,disgust
684,"- Make it unaffordable for locals.\n- Sell &amp; resell among their own.\n- 'No value, for money land' for locals.\n- Local resentment.",disgust,disgust
685,and CLEARLY all this #breathless coverage isn't covering the REAL #Collusion story - #DNC &amp; #UkraineCollusion !!,disgust,disgust
686,Fed up of smiling at old people and getting dirty looks in return. Go fuck yourself Mildred you miserable prick,disgust,disgust
687,Weather report: murky up north.,anticipation,anticipation
688,"#Hateful , #horrible , #horrendous ... = last night's speech in summary @cnnbrk @NewDay @CNN #PhoenixProtests #PhoenixRally",disgust,disgust
689,Working on the next #StarTrek #vidme video! I'm hoping I can fix my terrible audio crap from the last one 🤣 #SpecialBreedEnt,anticipation,anticipation
690,@sportive_tricks A horrific take.,disgust,disgust
691,Not all learning has to be #serious! Session on serious games for #disaster and #resilience learning   #hazWS,disgust,disgust
692,@keval_91 @ChopdUK Sort it out @ChopdUK ,anticipation,trust
693,Coming up on snap chat so add me asap MATEO_BKNY #snapchat,anticipation,anticipation
694,A @viaquest ego-fest AGAIN on LinkedIn. Advocate for a change. #arrogance is NOT #advocacy. So tired of their self promotion w/o purpose.,disgust,disgust
695,#sebastiangorka is unwatchable and despicable! #nothuman #fascist #bully #liar #vomitinducing,disgust,disgust
696,My only concern for my Dio claws,anticipation,trust
697,@Squishy_Derg @FiskVelox @Introdile nervous laughter ensues,anticipation,anticipation
698,The second type of #anger is named 'settled and deliberate' and is a reaction to perceived deliberate harm or unfair treatment by others.,disgust,disgust
699,Antonio Conte and Chelsea must be fuming. First Lukaku to UTD and now James Rodriguez to Bayern.,disgust,disgust
700,@virginmedia have the worst customer service I have ever encountered - I am disgusted. Please contact me @richardbranson #appalled ,disgust,disgust
701,@crumbs_oh @tradasro @WingsScotland @theSNP @STVNews @Channel4News Since when was being 'fair to Scotland' a concern for the British state?,anticipation,disgust
702,@Alex_H_1234 Fuck sake i'm fuming. on the upside at least I can keep loving the bloke and that he didn't sign for Chelsea or Liverpool..,disgust,disgust
703,"@anya_sisi Off to jail with lots of other like minded muslims, with his koran, prayer mat, halal #islam = #terrorism",disgust,disgust
704,I thought the eclipse would make it not so damn hot outside today #disappointment,disgust,disgust
705,My dads big day is only less than 2 weeks away. 😱 #excited,anticipation,anticipation
706,"……Of course not, and I am quite dismayed by the ludicrous nature of her claim.",disgust,disgust
707,"I actually hate Vision. Coming over from @emiswebsupport is like moving from Man City to QPR. A league below, past it and clouded in chaos.",disgust,disgust
708,"@Spicerlies So she's saying that the mountain of verifiable evidence that says otherwise is all fake news? Well, there's a surprise! 🤣",surprise,surprise
709,Welcome Shy Guys Allegiance! Why does asking for a plant seed seem so sexual in Paper Mario? #PaperMario #game #NotSoShyGuys #sexual #funny,anticipation,surprise
710,Good to see India indignant about Amarnath Yatra. Do also try and visit the area around it too. There may be some more graves to weep for.,disgust,disgust
711,I'M PISSED!! NOTHING HAPPENED DURING THE ECLIPSE!! NOTHING!!!!  #party,disgust,disgust
712,"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!",anticipation,anticipation
713,"Horrible mood, tired, annoyed, work at 10:00, running off shitty sleep.",disgust,disgust
714,@AntiGOPActivist @HuffPostPol Christy is a bigger piece of shit then trump is and a bully.,disgust,disgust
715,Last night was the first night I slept by myself in 3 weeks and it was awful.,disgust,disgust
716,"#Amazon's #PrimeDay debut in #India was #disappointing, maybe next year it will get better..glad it's finally here though! 😅",anticipation,disgust
717,I deleted so many ppl off my snap,disgust,disgust
718,"@kaillekirkham @gimmical_impact @nicefinalbeam I think it's awesome, I'm just going to need some time to marvel and reprogram my brain. 😆",anticipation,surprise
719,Batman like to enrage the heat on the new dimity frock and proposed marriage to me! Polly Shaw will lay me a CBGB crazy balled,anticipation,anticipation
720,@Alyssa_Milano @IvankaTrump #Alyssa Y don't U use your voice 4 good instead of #hatred &amp; #Resistance of @POTUS? I'm sure #Ivanka could help!,disgust,disgust
721,#ATO hacking into your phone calls and text messages! #privacylaws #invasion I knew they did it but hearing them get approval !,disgust,disgust
722,Wishing I had something in my mouth rn 😩 #help #naughty #bad,anticipation,disgust
723,I get SO annoyed when I'm ONE! move away from beating someone at Pokémon Trading Card Game Online and they concede the game 🙃,disgust,disgust
724,awoke from an actual nightmare about unicode normalization,disgust,disgust
725,@BBCBreaking This type of shit is why I have some mistrust of the medical profession.  The cover up was more important than the patients.,disgust,disgust
726,When ur annoyed at someone but have a good meme to show them but must wait till the rage passes :(,disgust,disgust
727,When did we invent #kidfood ? Like oh they're a child so they can only eat #chickennuggets #crap #learn,disgust,disgust
728,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,anticipation,anticipation
729,My boss said to another girl who is leaving 'i hope your new job is shit.' How pathetic. Hence why people are leaving in droves. ,disgust,disgust
730,@camairco Increased flights from 70 - 100 without increasing your fleet=Significant delays since the beginning of this month. #disappointing,disgust,disgust
731,Stay angry.,anticipation,disgust
732,Everything is a Miracle. Find a way to give thanks to God. Don't let anyone or any circumstances take that from you. #youareblessed #rejoice,trust,trust
733,The fact that I could be in malia with Billie rn but instead I'm laid in bed watching repeats of Jeremy Kyle is making me wanna cry 😭,disgust,disgust
734,"@Kiranansi Phew, good. As much as I like adorable cats and dogs, your snek always makes me smile.",trust,trust
735,"And we bloody got rid of Gregory so we will have 2 new goalkeepers in the team, what a fantastic start to the season.. ",anticipation,anticipation
736,@WynneGuglielmo 🖤🖤😭🤬 Amen! Hope for revenge. This person should be punished manslaughter.,disgust,disgust
737,I know black people say it. But that has nothing to do with white people. It doesn't offend some black people when JayZ says it 👐,anticipation,anticipation
738,On 1 side is the concern &amp; fear 4 our teens' safety &amp; happiness #thathorriblesuicidegame #terrifying #sosick (contd),disgust,disgust
739,@CNN @cnnbrk what is the #FakeNews of the day? Need my #laughter to start my day. @foxandfriends @realDonaldTrump @kilmeade @PeteHegseth,anticipation,anticipation
740,"Note to self: stop going for 'just 1 drink' in the week, it's never just 1. #hurting",disgust,disgust
741,"it is so unfair to my Emotions,that all of my efforts will go so unappreciative.I've stayed down even win they didNt deserve to STAY AROUND.",disgust,disgust
742,Don’t negotiate enhanced #familyleave pay on an individual basis #unfairness #resentment #discrimination,disgust,disgust
743,The #World and it's communities and #leaders are #laughing at #America as #trump #destroys #America with his #nonstoplies &amp; #racism #hatred.,anticipation,disgust
744,@SprintCenter Please turn the A/C on #dieinginhere #hot #horrible,disgust,disgust
745,"#IfIHadAllThePowerIWould - Kill wasps, I'm sorry. They don't need to be here. They don't make any delicious sugary treats. They sting.",disgust,disgust
746,"nah i jus love carni. the best food, the best music, the best *****, gr8 vibes with family &amp; friends. pure ",anticipation,anticipation
747,@capitcls It really is. And it was a normal thing a few years ago but it should've stayed in the past by now.,anticipation,anticipation
748,Omg I woke up without a raging headache 🤗🤗 this is gR8,anticipation,disgust
749,"@dhume She did grieve in her previous tweets, what's wrong with pointing out hypocrisy? Or is it Hindus are not when entitled to that?",disgust,disgust
750,#revenge great my  Indian army for killing this  3 pigs of kashmir e jihadi well done army,disgust,disgust
751,@EboniKWilliams is only matched by Star Jones in number of times she mentions her law degree. #FoxNewsSpecialists #insecure,anticipation,disgust
752,Lord... Thank you. Let it this be. 😁#excited #nervous #mixemotions,anticipation,anticipation
753,@DonaldJTrumpJr This is the day you lot finally admitted it. May come back to haunt you,disgust,disgust
754,It's irrelevant having a skinny body when you have a vile personality #bully,disgust,disgust
755,"Hi, are u feeling matter? Try our today's special cloudy blue thumb with ground beef and blueberry, then you will feel irate.",disgust,disgust
756,How the jeff am I gonna cope @ KC. Diagnosed myself with 3 serious illnesses this morning &amp; spent £22 on ailments from the chemist,disgust,disgust
757,@tonyposnanski @realDonaldTrump Tony is so upset that Hillary lost he can't get a grip on reality. Snowflake.,disgust,disgust
758,"I'm so #awkward. When I have to have #nervous conversations, I get REALLY #loud. I don't get it. #sigh",disgust,disgust
759,"Again, this q. is brought to you by my slight feelings of irritation when I see 'obligated' over 'obliged', and I want to know if I'm right.",anticipation,anticipation
760,Pogba is too playful,trust,trust
761,"'And the angel said unto them, Fear not: for, behold, I bring you good tidings of great joy, which shall be to all people.' ~Luke 2:10",trust,trust
762,@LaneThomaHewitt @EmdudsCo @mrjamesob Ah so that's why every time I see it I burst out with KAYLEIGH!!!,disgust,disgust
763,"i must say, the amount of low-level fighters and gatekeepers running their mouths is ridiculous. #jealousy  #ufc #jonjones",disgust,disgust
764,Jay Z came out of retirement just to drop the album of the year on y'all...let that sink in. Have a great day y'all 🙌🏿,anticipation,anticipation
765,@ebyokeke Lol....anger is not the best defense for attack. \nWait what do u do when ure angry?,disgust,disgust
